timestamp,dataset,index,config,param,queries,k,recall,p50_ms,p95_ms,p99_ms,qps,build_s,settle_s,heap_total_mib,vectors_mib,index_mib,disk_mib,notes
2026-08-07T21:38:49+02:00,dbpedia-openai-1000k-angular.bin,rq-hnsw,"rq1 build=1536 query=1536 centered 208B/code rescore=0",128,10000,10,0.8010,0.744,1.063,1.242,1250.49,119.9,0.0,1124.4,196.4,198.5,0.0,"graph: 31739921 edges, 95219756 conn bytes, 112912592 overhead bytes"
2026-08-07T21:39:03+02:00,dbpedia-openai-1000k-angular.bin,rq-hnsw,"rq1 build=1536 query=1536 centered 208B/code rescore=0",256,10000,10,0.8046,1.356,2.261,2.842,702.86,119.9,0.0,1124.4,196.4,198.5,0.0,"graph: 31739921 edges, 95219756 conn bytes, 112912592 overhead bytes"
2026-08-07T21:39:26+02:00,dbpedia-openai-1000k-angular.bin,rq-hnsw,"rq1 build=1536 query=1536 centered 208B/code rescore=0",512,10000,10,0.8066,2.331,3.388,3.676,423.19,119.9,0.0,1124.4,196.4,198.5,0.0,"graph: 31739921 edges, 95219756 conn bytes, 112912592 overhead bytes"
2026-08-07T21:39:29+02:00,dbpedia-openai-1000k-angular.bin,rq-hnsw,"rq1 build=1536 query=1536 centered 208B/code rescore=100",16,10000,10,0.8401,0.207,0.290,0.346,4685.92,119.9,0.0,1124.4,196.4,198.5,0.0,"graph: 31739921 edges, 95219756 conn bytes, 112912592 overhead bytes"
2026-08-07T21:47:50+02:00,dbpedia-openai-1000k-angular.bin,rq-hnsw,"rq1 build=1536 query=1536 centered 208B/code rescore=100",32,10000,10,0.9299,0.351,0.515,0.630,2577.21,119.9,0.0,1124.4,196.4,198.5,0.0,"graph: 31739921 edges, 95219756 conn bytes, 112912592 overhead bytes"
2026-08-07T21:47:56+02:00,dbpedia-openai-1000k-angular.bin,rq-hnsw,"rq1 build=1536 query=1536 centered 208B/code rescore=100",64,10000,10,0.9660,0.531,0.725,0.820,1856.44,119.9,0.0,1124.4,196.4,198.5,0.0,"graph: 31739921 edges, 95219756 conn bytes, 112912592 overhead bytes"
2026-08-07T21:48:05+02:00,dbpedia-openai-1000k-angular.bin,rq-hnsw,"rq1 build=1536 query=1536 centered 208B/code rescore=100",128,10000,10,0.9825,0.900,1.263,1.437,1083.03,119.9,0.0,1124.4,196.4,198.5,0.0,"graph: 31739921 edges, 95219756 conn bytes, 112912592 overhead bytes"
2026-08-07T21:48:20+02:00,dbpedia-openai-1000k-angular.bin,rq-hnsw,"rq1 build=1536 query=1536 centered 208B/code rescore=100",256,10000,10,0.9905,1.445,2.070,2.292,680.36,119.9,0.0,1124.4,196.4,198.5,0.0,"graph: 31739921 edges, 95219756 conn bytes, 112912592 overhead bytes"
2026-08-07T21:48:51+02:00,dbpedia-openai-1000k-angular.bin,rq-hnsw,"rq1 build=1536 query=1536 centered 208B/code rescore=100",512,10000,10,0.9947,2.526,3.667,4.204,385.67,119.9,0.0,1124.4,196.4,198.5,0.0,"graph: 31739921 edges, 95219756 conn bytes, 112912592 overhead bytes"
2026-08-07T21:48:59+02:00,dbpedia-openai-1000k-angular.bin,rq-hnsw-window,"rq1 build=1536 query=1536 centered window-search",0,10000,10,0.8010,0.733,1.039,1.148,1345.30,119.9,0.0,1124.4,196.4,198.5,0.0,"ef=128"
2026-08-07T21:49:07+02:00,dbpedia-openai-1000k-angular.bin,rq-hnsw-window,"rq1 build=1536 query=1536 centered window-search",10,10000,10,0.8010,0.751,1.058,1.174,1310.09,119.9,0.0,1124.4,196.4,198.5,0.0,"ef=128"
2026-08-07T21:49:14+02:00,dbpedia-openai-1000k-angular.bin,rq-hnsw-window,"rq1 build=1536 query=1536 centered window-search",20,10000,10,0.9534,0.764,1.074,1.199,1287.73,119.9,0.0,1124.4,196.4,198.5,0.0,"ef=128"
2026-08-07T21:49:22+02:00,dbpedia-openai-1000k-angular.bin,rq-hnsw-window,"rq1 build=1536 query=1536 centered window-search",40,10000,10,0.9799,0.800,1.113,1.227,1234.68,119.9,0.0,1124.4,196.4,198.5,0.0,"ef=128"
2026-08-07T21:49:49+02:00,dbpedia-openai-1000k-angular.bin,rq-hnsw-window,"rq1 build=1536 query=1536 centered window-search",80,10000,10,0.9825,0.861,1.207,1.426,1111.04,119.9,0.0,1124.4,196.4,198.5,0.0,"ef=128"
