dataset,filter,family,size,strategy,ef,pass,qrow,latency_ms,recall_at_10,nodes_popped,dist_comps,seed_dist_comps,filter_checks,pop_idx_cand_full,pop_idx_results_full,twohop_examined,twohop_appended,prefilter_skips,secondorder_allocs,reencountered_burned,strategy_selected
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,2,936,13.8850,1.00,7032,12117,0,72191,8,1418,448,13,55245,7,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,2,948,19.5172,0.90,10034,15414,0,115422,8,1647,448,6,91207,7,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,2,951,9.7420,1.00,4510,9402,0,47048,7,662,384,1,34685,6,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,2,957,2.9774,1.00,598,4328,0,12380,4,40,192,24,9648,3,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,2,975,15.5500,1.00,7319,13978,0,78445,5,1343,256,50,58944,4,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,2,985,19.3201,1.00,9868,17806,0,76555,8,2901,448,4,51107,7,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,2,988,2.4245,1.00,385,3915,0,8891,5,10,256,68,6669,4,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,2,999,17.3455,1.00,9145,15796,0,67435,8,3905,448,0,44203,7,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,21,21.3726,1.00,10919,18226,0,94830,9,4435,512,2,67201,8,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,68,7.0383,1.00,2914,8117,0,23021,7,916,384,1,13807,6,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,77,2.0476,1.00,213,4024,0,3902,4,4,192,60,2647,3,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,78,10.6374,1.00,5458,10440,0,40629,8,1439,448,8,26093,7,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,82,10.3856,1.00,4093,11606,0,54160,5,721,256,5,40889,4,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,88,24.3261,1.00,12888,21043,0,124769,6,4103,320,2,92843,5,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,90,1.6125,1.00,273,2821,0,4852,3,3,128,102,3790,2,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,113,20.0116,1.00,9914,20589,0,58565,5,3815,256,0,30140,4,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,124,13.9645,1.00,7280,12630,0,78411,4,1284,192,20,60653,3,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,160,21.1654,1.00,11341,18328,0,93211,11,4265,640,1,64716,10,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,172,15.6703,1.00,7785,15957,0,58218,14,2359,832,6,36247,13,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,175,1.7680,0.90,282,2998,0,4556,4,23,192,49,3008,3,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,199,9.4948,0.90,4424,10105,0,40995,13,996,768,2,28112,12,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,218,8.7107,1.00,3704,8876,0,39220,5,889,256,4,28274,4,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,223,1.9558,1.00,398,3083,0,6696,4,45,192,48,4867,3,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,236,10.8944,1.00,5722,11063,0,40217,6,2419,320,3,24880,5,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,248,3.0049,1.00,760,4039,0,14972,5,37,256,28,11824,4,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,251,19.5461,0.90,10843,17240,0,96001,13,3888,768,1,69207,12,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,260,14.0748,1.00,6762,14290,0,56891,6,1690,320,2,37457,5,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,280,22.4712,0.90,11937,19244,0,116405,8,2135,448,4,86602,7,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,309,14.4952,1.00,8199,13365,0,50099,6,3209,320,0,29756,5,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,313,14.1051,1.00,8231,13955,0,56418,10,3264,576,0,35510,9,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,358,22.3557,1.00,12542,18968,0,106236,8,4802,448,1,76051,7,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,487,15.0421,0.90,6303,16651,0,71691,7,1465,384,3,50891,6,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,515,36.3545,1.00,21787,28807,0,144178,8,6720,448,0,94899,7,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,557,23.4933,1.00,10220,22619,0,123603,4,1970,192,0,92965,3,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,581,29.1046,1.00,16514,23809,0,108924,6,5960,320,1,69845,5,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,587,26.6883,1.00,14992,22292,0,111584,7,6327,384,2,75486,6,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,611,17.3845,1.00,9179,15613,0,92546,14,3495,832,0,68813,13,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,627,24.6733,1.00,11524,22460,0,156649,5,1728,256,0,124777,4,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,648,13.0323,1.00,6992,12151,0,46989,8,2460,448,0,29129,7,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,649,4.5408,1.00,1152,5990,0,22992,5,129,256,50,18296,4,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,655,3.9153,1.00,1022,5370,0,24177,6,69,320,8,19820,5,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,688,10.7265,0.90,5211,10975,0,39799,8,1795,448,0,25323,7,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,690,21.9344,1.00,11671,20017,0,92607,10,4576,576,2,62043,9,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,691,7.2993,0.70,2562,8898,0,43246,6,479,320,26,33970,5,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,706,8.7525,1.00,4262,9393,0,35446,8,1025,448,3,23399,7,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,707,10.5632,1.00,4564,10425,0,73333,8,678,448,17,59922,7,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,717,3.7118,1.00,1286,4869,0,22044,5,179,256,14,17946,4,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,720,23.9300,1.00,12066,21477,0,121622,5,2174,256,1,89700,4,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,737,24.8232,1.00,13464,20165,0,127739,8,3949,448,2,95699,7,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,760,15.1877,1.00,8724,13907,0,57460,12,3516,704,0,35669,11,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,763,19.3343,1.00,9457,19394,0,79645,6,2966,320,1,52599,5,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,811,24.7959,0.90,12635,22167,0,144694,5,3794,256,1,111709,4,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,817,19.2952,1.00,10281,17423,0,84812,7,2862,384,5,58807,6,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,822,13.7234,1.00,7566,12508,0,55086,5,2425,256,1,36662,4,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,844,19.7819,1.00,9801,16938,0,116063,8,1539,448,0,90757,7,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,845,9.6098,1.00,4790,10187,0,37280,5,1599,256,1,24202,4,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,852,9.2161,1.00,4669,11459,0,34768,6,1216,320,5,21013,5,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,869,13.6628,1.00,7526,14685,0,51912,6,3609,320,2,31174,5,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,872,17.4797,1.00,9491,16693,0,67198,7,3286,384,1,42524,6,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,899,32.8683,1.00,17867,27787,0,103140,10,6857,576,0,58656,9,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,936,14.4157,1.00,7032,12117,0,72191,8,1418,448,13,55245,7,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,948,20.9789,0.90,10034,15414,0,115422,8,1647,448,6,91207,7,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,951,9.7048,1.00,4510,9402,0,47048,7,662,384,1,34685,6,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,957,2.9277,1.00,598,4328,0,12380,4,40,192,24,9648,3,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,975,15.0841,1.00,7319,13978,0,78445,5,1343,256,50,58944,4,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,985,18.5888,1.00,9868,17806,0,76555,8,2901,448,4,51107,7,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,988,2.3881,1.00,385,3915,0,8891,5,10,256,68,6669,4,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,128,3,999,16.9851,1.00,9145,15796,0,67435,8,3905,448,0,44203,7,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,21,28.9821,1.00,14345,27749,0,118494,19,6009,1152,3,79286,18,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,68,9.0238,1.00,3774,10670,0,32215,13,1145,768,9,20543,12,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,77,5.0357,1.00,1068,8472,0,19432,6,99,320,91,14785,5,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,78,14.4606,1.00,7086,15730,0,51010,13,2531,768,8,30884,12,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,82,15.1647,1.00,5687,18038,0,63162,10,1271,576,21,43462,9,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,88,33.1540,1.00,16766,30071,0,156326,14,5509,832,2,113347,13,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,90,2.9630,1.00,501,5056,0,8279,5,5,256,156,6364,4,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,113,23.7175,1.00,11506,24184,0,65488,11,4501,640,2,32959,10,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,124,21.1540,1.00,10324,20713,0,89607,10,2685,576,21,62494,9,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,160,26.8442,1.00,14355,24154,0,125445,23,5371,1408,2,88936,22,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,172,20.3783,1.00,9674,21594,0,70922,30,3168,1856,8,42729,29,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,175,3.2036,1.00,533,5341,0,7802,11,53,640,74,4751,10,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,199,13.9538,1.00,5970,16083,0,44454,25,1908,1536,6,25075,24,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,218,13.1052,1.00,5202,14250,0,51011,12,1362,704,12,34981,11,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,223,4.0188,1.00,903,5856,0,14155,12,113,704,71,10058,11,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,236,15.3183,1.00,7619,15861,0,56909,15,3290,896,7,35718,14,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,248,5.0810,1.00,1280,6734,0,22231,10,69,576,78,17018,9,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,251,27.8566,1.00,14952,24736,0,124210,20,5474,1216,1,86922,19,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,260,17.7966,1.00,8514,18345,0,66665,9,2264,512,3,42732,8,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,280,33.6455,1.00,18033,31613,0,111614,14,5214,832,5,64497,13,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,309,18.7303,1.00,9871,18278,0,59668,21,4531,1280,0,33315,20,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,313,20.8330,1.00,11006,21641,0,76509,19,5297,1152,3,46159,18,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,358,31.6063,1.00,17205,28739,0,129692,15,6778,896,3,86300,14,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,487,20.6861,0.90,8354,23463,0,89485,12,2063,704,3,61651,11,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,515,43.8151,1.00,25971,36903,0,147741,17,9637,1024,0,87109,16,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,557,32.5246,1.00,14216,33218,0,153658,11,3348,640,0,109689,10,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,581,36.8033,1.00,20974,31966,0,126340,13,8621,768,2,75490,12,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,587,36.1658,1.00,19930,32009,0,130537,16,8726,960,4,80568,15,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,611,31.2761,1.00,16844,27287,0,154421,28,5308,1728,0,112124,27,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,627,36.5403,1.00,16915,34954,0,190521,9,3138,512,1,142772,8,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,648,16.8509,1.00,8661,17525,0,51702,19,3739,1152,0,27784,18,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,649,7.8104,1.00,1984,10932,0,35513,12,277,704,72,26545,11,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,655,6.9299,1.00,1903,8991,0,41871,9,119,512,47,34463,8,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,688,14.9503,0.90,6671,16416,0,46326,15,2859,896,1,26069,14,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,690,32.5036,1.00,15530,29807,0,114317,24,6518,1472,2,71065,23,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,691,13.5778,0.70,4084,15139,0,59452,9,810,512,69,44052,8,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,706,13.0664,1.00,5496,13461,0,43337,12,1669,704,7,27180,11,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,707,18.0629,1.00,7723,18525,0,95614,12,1378,704,18,72292,11,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,717,7.0539,1.00,2349,8788,0,35088,9,393,512,32,27517,8,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,720,34.8085,1.00,16837,33457,0,126630,12,4407,704,3,79386,11,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,737,34.8406,1.00,18560,29210,0,161296,24,5754,1472,3,116074,23,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,760,20.0845,1.00,10802,19046,0,74843,26,4719,1600,26,46366,25,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,763,25.6217,1.00,12150,26434,0,90724,15,4241,896,4,54903,14,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,811,43.7684,0.90,21381,39262,0,257273,15,5840,896,3,199692,14,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,817,24.4757,1.00,12620,23477,0,90153,11,4156,640,14,57015,10,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,822,19.0268,1.00,9982,19164,0,65435,8,4289,448,3,39215,7,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,844,30.0331,1.00,14988,26552,0,150125,12,2872,704,5,111459,11,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,845,13.1544,1.00,6083,14176,0,44594,13,2300,768,4,27075,12,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,852,13.3532,1.00,5895,16016,0,41509,9,1847,512,37,23683,8,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,869,18.9492,1.00,10064,19240,0,80852,19,4357,1152,3,53754,18,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,872,22.9644,1.00,11884,23504,0,85142,16,4915,960,1,52352,15,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,899,37.2545,1.00,20851,33597,0,112922,18,8651,1088,1,60514,17,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,936,20.1417,1.00,9799,19170,0,88026,15,2590,896,19,62973,14,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,948,27.4855,1.00,14402,23622,0,138431,13,2968,768,9,102980,12,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,951,13.6848,1.00,6510,14534,0,52912,14,1410,832,6,34405,13,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,957,5.0162,1.00,1067,7624,0,19433,6,82,320,84,14789,5,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,975,22.5623,1.00,10757,23165,0,86320,10,2794,576,51,55621,9,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,985,24.3567,1.00,12304,24959,0,82422,14,4567,832,5,48980,13,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,988,5.6037,1.00,1277,8106,0,26890,8,87,448,121,21052,7,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,1,999,20.7536,1.00,10628,20313,0,74615,23,4728,1408,2,46051,22,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,21,28.5390,1.00,14345,27749,0,118494,19,6009,1152,3,79286,18,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,68,9.0164,1.00,3774,10670,0,32215,13,1145,768,9,20543,12,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,77,5.2350,1.00,1068,8472,0,19432,6,99,320,91,14785,5,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,78,14.6506,1.00,7086,15730,0,51010,13,2531,768,8,30884,12,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,82,15.2451,1.00,5687,18038,0,63162,10,1271,576,21,43462,9,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,88,33.2247,1.00,16766,30071,0,156326,14,5509,832,2,113347,13,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,90,2.9641,1.00,501,5056,0,8279,5,5,256,156,6364,4,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,113,23.3247,1.00,11506,24184,0,65488,11,4501,640,2,32959,10,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,124,20.8657,1.00,10324,20713,0,89607,10,2685,576,21,62494,9,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,160,26.8393,1.00,14355,24154,0,125445,23,5371,1408,2,88936,22,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,172,20.0527,1.00,9674,21594,0,70922,30,3168,1856,8,42729,29,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,175,3.1444,1.00,533,5341,0,7802,11,53,640,74,4751,10,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,199,13.8791,1.00,5970,16083,0,44454,25,1908,1536,6,25075,24,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,218,12.5820,1.00,5202,14250,0,51011,12,1362,704,12,34981,11,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,223,3.9183,1.00,903,5856,0,14155,12,113,704,71,10058,11,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,236,15.2640,1.00,7619,15861,0,56909,15,3290,896,7,35718,14,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,248,4.9189,1.00,1280,6734,0,22231,10,69,576,78,17018,9,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,251,28.0105,1.00,14952,24736,0,124210,20,5474,1216,1,86922,19,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,260,17.8179,1.00,8514,18345,0,66665,9,2264,512,3,42732,8,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,280,33.7473,1.00,18033,31613,0,111614,14,5214,832,5,64497,13,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,309,18.4243,1.00,9871,18278,0,59668,21,4531,1280,0,33315,20,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,313,21.1585,1.00,11006,21641,0,76509,19,5297,1152,3,46159,18,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,358,31.8277,1.00,17205,28739,0,129692,15,6778,896,3,86300,14,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,487,20.8657,0.90,8354,23463,0,89485,12,2063,704,3,61651,11,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,515,44.5473,1.00,25971,36903,0,147741,17,9637,1024,0,87109,16,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,557,32.5547,1.00,14216,33218,0,153658,11,3348,640,0,109689,10,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,581,37.0697,1.00,20974,31966,0,126340,13,8621,768,2,75490,12,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,587,35.4712,1.00,19930,32009,0,130537,16,8726,960,4,80568,15,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,611,31.2236,1.00,16844,27287,0,154421,28,5308,1728,0,112124,27,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,627,36.5273,1.00,16915,34954,0,190521,9,3138,512,1,142772,8,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,648,16.9577,1.00,8661,17525,0,51702,19,3739,1152,0,27784,18,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,649,7.8285,1.00,1984,10932,0,35513,12,277,704,72,26545,11,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,655,6.6800,1.00,1903,8991,0,41871,9,119,512,47,34463,8,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,688,14.7008,0.90,6671,16416,0,46326,15,2859,896,1,26069,14,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,690,30.5431,1.00,15530,29807,0,114317,24,6518,1472,2,71065,23,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,691,12.1516,0.70,4084,15139,0,59452,9,810,512,69,44052,8,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,706,11.9370,1.00,5496,13461,0,43337,12,1669,704,7,27180,11,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,707,17.8873,1.00,7723,18525,0,95614,12,1378,704,18,72292,11,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,717,7.1697,1.00,2349,8788,0,35088,9,393,512,32,27517,8,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,720,33.9470,1.00,16837,33457,0,126630,12,4407,704,3,79386,11,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,737,33.7590,1.00,18560,29210,0,161296,24,5754,1472,3,116074,23,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,760,19.8420,1.00,10802,19046,0,74843,26,4719,1600,26,46366,25,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,763,26.2340,1.00,12150,26434,0,90724,15,4241,896,4,54903,14,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,811,43.8074,0.90,21381,39262,0,257273,15,5840,896,3,199692,14,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,817,24.4204,1.00,12620,23477,0,90153,11,4156,640,14,57015,10,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,822,18.9512,1.00,9982,19164,0,65435,8,4289,448,3,39215,7,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,844,29.9251,1.00,14988,26552,0,150125,12,2872,704,5,111459,11,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,845,12.9639,1.00,6083,14176,0,44594,13,2300,768,4,27075,12,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,852,13.3940,1.00,5895,16016,0,41509,9,1847,512,37,23683,8,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,869,19.3984,1.00,10064,19240,0,80852,19,4357,1152,3,53754,18,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,872,22.8119,1.00,11884,23504,0,85142,16,4915,960,1,52352,15,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,899,37.6607,1.00,20851,33597,0,112922,18,8651,1088,1,60514,17,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,936,19.5956,1.00,9799,19170,0,88026,15,2590,896,19,62973,14,0,3
beir500k-f32,neg10_cat19,neg10,52824,pathseer-reorder,256,2,948,27.4248,1.00,14402,23622,0,138431,13,2968,768,9,102980,12,0,3
