method,filter,family,size,b1,queries,recall_at_10,perfect_frac,sim_regret,p50_ms,p95_ms,p99_ms,allow_iter_p50_ms,stage1_p50_ms,stage2_p50_ms,stage3_p50_ms,stage1_mb_per_q,stage2_kb_per_q,stage3_kb_per_q
scan,negsparse_q0429_m1m,negsparse,1000000,32768,1,0.1000,0.0000,0.00007,149.226,149.226,149.226,10.832,116.096,12.193,10.104,61.04,4096.0,2100.0
scan,negsparse_q0429_m2m,negsparse,2000000,4096,1,0.1000,0.0000,0.00005,230.898,230.898,230.898,16.476,192.294,1.640,20.488,122.07,512.0,2100.0
scan,negsparse_q0429_m2m,negsparse,2000000,32768,1,0.0000,0.0000,0.00006,231.640,231.640,231.640,16.626,191.142,11.399,12.473,122.07,4096.0,2100.0
scan,negsparse_q0429_m4m,negsparse,4000000,4096,1,0.0000,0.0000,0.00010,257.043,257.043,257.043,27.701,215.166,1.748,12.428,244.14,512.0,2100.0
scan,negsparse_q0429_m4m,negsparse,4000000,32768,1,0.1000,0.0000,0.00006,265.923,265.923,265.923,28.010,216.347,11.708,9.858,244.14,4096.0,2100.0
scan,negsparse_q0431_m50k,negsparse,50000,4096,1,0.7000,0.0000,0.00009,29.552,29.552,29.552,0.206,5.021,1.152,23.173,3.05,512.0,2100.0
scan,negsparse_q0431_m50k,negsparse,50000,32768,1,1.0000,1.0000,0.00000,19.066,19.066,19.066,0.221,6.033,8.604,4.208,3.05,4096.0,2100.0
scan,negsparse_q0431_m150k,negsparse,150000,4096,1,1.0000,1.0000,0.00000,36.552,36.552,36.552,0.612,12.811,1.142,21.987,9.16,512.0,2100.0
scan,negsparse_q0431_m150k,negsparse,150000,32768,1,0.8000,0.0000,0.00004,30.392,30.392,30.392,0.645,15.191,8.568,5.988,9.16,4096.0,2100.0
scan,negsparse_q0431_m300k,negsparse,300000,4096,1,0.1000,0.0000,0.00009,51.505,51.505,51.505,1.333,24.949,1.476,23.747,18.31,512.0,2100.0
scan,negsparse_q0431_m300k,negsparse,300000,32768,1,0.2000,0.0000,0.00007,48.172,48.172,48.172,1.371,28.180,10.677,7.944,18.31,4096.0,2100.0
scan,negsparse_q0431_m1m,negsparse,1000000,4096,1,0.0000,0.0000,0.00006,144.611,144.611,144.611,10.603,116.267,1.820,15.921,61.04,512.0,2100.0
scan,negsparse_q0431_m1m,negsparse,1000000,32768,1,0.0000,0.0000,0.00009,147.689,147.689,147.689,10.728,115.778,11.876,9.306,61.04,4096.0,2100.0
scan,negsparse_q0431_m2m,negsparse,2000000,4096,1,0.0000,0.0000,0.00005,223.807,223.807,223.807,16.186,190.070,1.736,15.816,122.07,512.0,2100.0
scan,negsparse_q0431_m2m,negsparse,2000000,32768,1,0.1000,0.0000,0.00005,229.387,229.387,229.387,16.682,191.269,11.468,9.968,122.07,4096.0,2100.0
scan,negsparse_q0431_m4m,negsparse,4000000,4096,1,0.1000,0.0000,0.00004,259.239,259.239,259.239,27.905,213.210,1.797,16.326,244.14,512.0,2100.0
scan,negsparse_q0431_m4m,negsparse,4000000,32768,1,0.0000,0.0000,0.00004,267.433,267.433,267.433,28.147,216.931,11.572,10.782,244.14,4096.0,2100.0
scan,negsparse_q0445_m50k,negsparse,50000,4096,1,0.9000,0.0000,0.00000,31.301,31.301,31.301,0.210,4.895,0.835,25.361,3.05,512.0,2100.0
scan,negsparse_q0445_m50k,negsparse,50000,32768,1,0.9000,0.0000,0.00000,19.698,19.698,19.698,0.222,5.960,7.708,5.808,3.05,4096.0,2100.0
scan,negsparse_q0445_m150k,negsparse,150000,4096,1,0.4000,0.0000,0.00008,39.448,39.448,39.448,0.652,13.231,1.415,24.149,9.16,512.0,2100.0
scan,negsparse_q0445_m150k,negsparse,150000,32768,1,0.4000,0.0000,0.00005,32.150,32.150,32.150,0.648,16.105,8.965,6.432,9.16,4096.0,2100.0
scan,negsparse_q0445_m300k,negsparse,300000,4096,1,0.4000,0.0000,0.00003,51.265,51.265,51.265,1.383,25.030,1.305,23.547,18.31,512.0,2100.0
scan,negsparse_q0445_m300k,negsparse,300000,32768,1,0.5000,0.0000,0.00002,48.269,48.269,48.269,1.419,28.304,9.511,9.035,18.31,4096.0,2100.0
scan,negsparse_q0445_m1m,negsparse,1000000,4096,1,0.1000,0.0000,0.00006,141.990,141.990,141.990,10.662,114.350,1.673,15.305,61.04,512.0,2100.0
scan,negsparse_q0445_m1m,negsparse,1000000,32768,1,0.0000,0.0000,0.00006,150.865,150.865,150.865,11.058,115.813,11.267,12.726,61.04,4096.0,2100.0
scan,negsparse_q0445_m2m,negsparse,2000000,4096,1,0.1000,0.0000,0.00004,226.990,226.990,226.990,16.419,191.799,1.810,16.961,122.07,512.0,2100.0
scan,negsparse_q0445_m2m,negsparse,2000000,32768,1,0.1000,0.0000,0.00003,229.870,229.870,229.870,16.517,190.925,12.136,10.292,122.07,4096.0,2100.0
scan,negsparse_q0445_m4m,negsparse,4000000,4096,1,0.1000,0.0000,0.00005,257.812,257.812,257.812,27.828,213.098,1.794,15.092,244.14,512.0,2100.0
scan,negsparse_q0445_m4m,negsparse,4000000,32768,1,0.0000,0.0000,0.00005,262.868,262.868,262.868,28.186,213.714,11.638,9.329,244.14,4096.0,2100.0
scan,negsparse_q0450_m50k,negsparse,50000,4096,1,0.7000,0.0000,0.00005,31.905,31.905,31.905,0.210,5.124,1.022,25.550,3.05,512.0,2100.0
scan,negsparse_q0450_m50k,negsparse,50000,32768,1,0.8000,0.0000,0.00004,21.866,21.866,21.866,0.221,6.425,8.038,7.181,3.05,4096.0,2100.0
scan,negsparse_q0450_m150k,negsparse,150000,4096,1,0.7000,0.0000,0.00002,39.298,39.298,39.298,0.616,12.809,1.140,24.732,9.16,512.0,2100.0
scan,negsparse_q0450_m150k,negsparse,150000,32768,1,0.8000,0.0000,0.00001,34.205,34.205,34.205,0.649,14.495,8.733,10.329,9.16,4096.0,2100.0
scan,negsparse_q0450_m300k,negsparse,300000,4096,1,0.0000,0.0000,0.00012,49.058,49.058,49.058,1.334,24.618,1.290,21.817,18.31,512.0,2100.0
scan,negsparse_q0450_m300k,negsparse,300000,32768,1,0.0000,0.0000,0.00010,66.211,66.211,66.211,1.356,28.264,12.490,24.100,18.31,4096.0,2100.0
scan,negsparse_q0450_m1m,negsparse,1000000,4096,1,0.0000,0.0000,0.00006,152.710,152.710,152.710,10.802,114.484,1.731,25.693,61.04,512.0,2100.0
scan,negsparse_q0450_m1m,negsparse,1000000,32768,1,0.1000,0.0000,0.00006,152.927,152.927,152.927,10.853,115.169,11.619,15.286,61.04,4096.0,2100.0
scan,negsparse_q0450_m2m,negsparse,2000000,4096,1,0.1000,0.0000,0.00009,231.566,231.566,231.566,16.275,190.366,1.860,23.064,122.07,512.0,2100.0
scan,negsparse_q0450_m2m,negsparse,2000000,32768,1,0.1000,0.0000,0.00007,234.689,234.689,234.689,16.726,190.541,11.811,15.610,122.07,4096.0,2100.0
scan,negsparse_q0450_m4m,negsparse,4000000,4096,1,0.0000,0.0000,0.00009,257.203,257.203,257.203,27.981,211.701,1.793,15.729,244.14,512.0,2100.0
scan,negsparse_q0450_m4m,negsparse,4000000,32768,1,0.0000,0.0000,0.00005,263.080,263.080,263.080,28.100,213.612,11.412,9.956,244.14,4096.0,2100.0
scan,negsparse_q0455_m50k,negsparse,50000,4096,1,0.7000,0.0000,0.00007,29.124,29.124,29.124,0.221,5.006,0.883,23.014,3.05,512.0,2100.0
scan,negsparse_q0455_m50k,negsparse,50000,32768,1,0.9000,0.0000,0.00001,19.047,19.047,19.047,0.222,6.097,7.885,4.843,3.05,4096.0,2100.0
scan,negsparse_q0455_m150k,negsparse,150000,4096,1,0.5000,0.0000,0.00004,34.168,34.168,34.168,0.645,12.749,1.172,19.602,9.16,512.0,2100.0
scan,negsparse_q0455_m150k,negsparse,150000,32768,1,0.8000,0.0000,0.00001,35.728,35.728,35.728,0.640,15.523,10.076,9.490,9.16,4096.0,2100.0
scan,negsparse_q0455_m300k,negsparse,300000,4096,1,0.3000,0.0000,0.00004,48.844,48.844,48.844,1.325,24.875,1.454,21.189,18.31,512.0,2100.0
scan,negsparse_q0455_m300k,negsparse,300000,32768,1,0.4000,0.0000,0.00004,47.724,47.724,47.724,1.393,27.199,9.945,9.187,18.31,4096.0,2100.0
scan,negsparse_q0455_m1m,negsparse,1000000,4096,1,0.0000,0.0000,0.00009,148.033,148.033,148.033,10.538,114.577,1.670,21.249,61.04,512.0,2100.0
scan,negsparse_q0455_m1m,negsparse,1000000,32768,1,0.0000,0.0000,0.00008,153.270,153.270,153.270,10.820,115.810,13.002,13.638,61.04,4096.0,2100.0
scan,negsparse_q0455_m2m,negsparse,2000000,4096,1,0.1000,0.0000,0.00003,229.576,229.576,229.576,16.283,189.959,1.844,21.490,122.07,512.0,2100.0
scan,negsparse_q0455_m2m,negsparse,2000000,32768,1,0.1000,0.0000,0.00004,232.554,232.554,232.554,16.368,191.417,11.946,12.823,122.07,4096.0,2100.0
scan,negsparse_q0455_m4m,negsparse,4000000,4096,1,0.0000,0.0000,0.00009,257.847,257.847,257.847,28.200,212.397,1.789,15.462,244.14,512.0,2100.0
scan,negsparse_q0455_m4m,negsparse,4000000,32768,1,0.0000,0.0000,0.00006,264.516,264.516,264.516,28.031,213.225,11.443,11.817,244.14,4096.0,2100.0
scan,negsparse_q0460_m50k,negsparse,50000,4096,1,0.8000,0.0000,0.00002,37.996,37.996,37.996,0.213,4.821,0.869,32.093,3.05,512.0,2100.0
scan,negsparse_q0460_m50k,negsparse,50000,32768,1,0.8000,0.0000,0.00002,19.506,19.506,19.506,0.221,6.863,7.852,4.570,3.05,4096.0,2100.0
scan,negsparse_q0460_m150k,negsparse,150000,4096,1,0.4000,0.0000,0.00004,35.451,35.451,35.451,0.612,12.900,1.058,20.882,9.16,512.0,2100.0
scan,negsparse_q0460_m150k,negsparse,150000,32768,1,0.4000,0.0000,0.00004,31.954,31.954,31.954,0.644,14.344,8.668,8.297,9.16,4096.0,2100.0
scan,negsparse_q0460_m300k,negsparse,300000,4096,1,0.3000,0.0000,0.00007,45.512,45.512,45.512,1.318,24.756,1.359,18.079,18.31,512.0,2100.0
scan,negsparse_q0460_m300k,negsparse,300000,32768,1,0.3000,0.0000,0.00008,46.442,46.442,46.442,1.410,27.605,10.724,6.703,18.31,4096.0,2100.0
scan,negsparse_q0460_m1m,negsparse,1000000,4096,1,0.1000,0.0000,0.00005,152.041,152.041,152.041,10.512,115.115,1.675,24.739,61.04,512.0,2100.0
scan,negsparse_q0460_m1m,negsparse,1000000,32768,1,0.1000,0.0000,0.00003,147.090,147.090,147.090,10.609,116.328,11.246,8.907,61.04,4096.0,2100.0
scan,negsparse_q0460_m2m,negsparse,2000000,4096,1,0.1000,0.0000,0.00005,223.347,223.347,223.347,16.682,190.468,1.751,14.445,122.07,512.0,2100.0
scan,negsparse_q0460_m2m,negsparse,2000000,32768,1,0.1000,0.0000,0.00004,236.596,236.596,236.596,16.703,196.281,12.539,11.073,122.07,4096.0,2100.0
scan,negsparse_q0460_m4m,negsparse,4000000,4096,1,0.0000,0.0000,0.00006,258.945,258.945,258.945,28.207,214.724,1.771,14.243,244.14,512.0,2100.0
scan,negsparse_q0460_m4m,negsparse,4000000,32768,1,0.0000,0.0000,0.00005,263.898,263.898,263.898,28.430,213.874,11.791,9.803,244.14,4096.0,2100.0
scan,negsparse_q0464_m50k,negsparse,50000,4096,1,0.7000,0.0000,0.00003,35.890,35.890,35.890,0.206,4.903,0.857,29.924,3.05,512.0,2100.0
scan,negsparse_q0464_m50k,negsparse,50000,32768,1,0.9000,0.0000,0.00000,21.461,21.461,21.461,0.222,4.864,7.649,8.727,3.05,4096.0,2100.0
scan,negsparse_q0464_m150k,negsparse,150000,4096,1,0.4000,0.0000,0.00010,37.616,37.616,37.616,0.634,12.577,1.148,23.257,9.16,512.0,2100.0
scan,negsparse_q0464_m150k,negsparse,150000,32768,1,0.9000,0.0000,0.00000,37.112,37.112,37.112,0.646,14.891,9.755,11.820,9.16,4096.0,2100.0
scan,negsparse_q0464_m300k,negsparse,300000,4096,1,0.1000,0.0000,0.00010,47.670,47.670,47.670,1.519,25.371,1.371,19.410,18.31,512.0,2100.0
scan,negsparse_q0464_m300k,negsparse,300000,32768,1,0.4000,0.0000,0.00006,49.813,49.813,49.813,1.558,28.421,9.974,9.861,18.31,4096.0,2100.0
scan,negsparse_q0464_m1m,negsparse,1000000,4096,1,0.0000,0.0000,0.00005,147.244,147.244,147.244,10.552,114.471,1.689,20.531,61.04,512.0,2100.0
scan,negsparse_q0464_m1m,negsparse,1000000,32768,1,0.0000,0.0000,0.00003,152.441,152.441,152.441,10.737,115.632,11.337,14.736,61.04,4096.0,2100.0
scan,negsparse_q0464_m2m,negsparse,2000000,4096,1,0.0000,0.0000,0.00005,226.841,226.841,226.841,16.263,191.735,1.743,17.100,122.07,512.0,2100.0
scan,negsparse_q0464_m2m,negsparse,2000000,32768,1,0.0000,0.0000,0.00003,231.905,231.905,231.905,16.552,191.839,11.789,11.724,122.07,4096.0,2100.0
scan,negsparse_q0464_m4m,negsparse,4000000,4096,1,0.0000,0.0000,0.00005,261.505,261.505,261.505,28.016,216.089,1.790,15.610,244.14,512.0,2100.0
scan,negsparse_q0464_m4m,negsparse,4000000,32768,1,0.0000,0.0000,0.00007,265.220,265.220,265.220,28.246,214.772,11.784,10.418,244.14,4096.0,2100.0
scan,negsparse_q0470_m50k,negsparse,50000,4096,1,0.5000,0.0000,0.00008,35.654,35.654,35.654,0.209,4.744,0.842,29.858,3.05,512.0,2100.0
scan,negsparse_q0470_m50k,negsparse,50000,32768,1,0.8000,0.0000,0.00002,23.489,23.489,23.489,0.221,6.318,8.606,8.343,3.05,4096.0,2100.0
scan,negsparse_q0470_m150k,negsparse,150000,4096,1,0.5000,0.0000,0.00006,40.191,40.191,40.191,0.612,12.675,1.367,25.537,9.16,512.0,2100.0
scan,negsparse_q0470_m150k,negsparse,150000,32768,1,0.5000,0.0000,0.00007,36.805,36.805,36.805,0.640,15.034,9.562,11.570,9.16,4096.0,2100.0
scan,negsparse_q0470_m300k,negsparse,300000,4096,1,0.3000,0.0000,0.00004,50.338,50.338,50.338,1.330,24.648,1.519,22.841,18.31,512.0,2100.0
scan,negsparse_q0470_m300k,negsparse,300000,32768,1,0.3000,0.0000,0.00004,52.823,52.823,52.823,1.379,27.305,10.160,13.979,18.31,4096.0,2100.0
scan,negsparse_q0470_m1m,negsparse,1000000,4096,1,0.1000,0.0000,0.00012,150.964,150.964,150.964,10.714,114.237,1.695,24.318,61.04,512.0,2100.0
scan,negsparse_q0470_m1m,negsparse,1000000,32768,1,0.1000,0.0000,0.00004,150.336,150.336,150.336,10.848,115.191,11.432,12.864,61.04,4096.0,2100.0
scan,negsparse_q0470_m2m,negsparse,2000000,4096,1,0.1000,0.0000,0.00009,232.358,232.358,232.358,16.540,192.764,1.735,21.318,122.07,512.0,2100.0
scan,negsparse_q0470_m2m,negsparse,2000000,32768,1,0.2000,0.0000,0.00002,236.451,236.451,236.451,16.390,193.123,12.082,14.857,122.07,4096.0,2100.0
scan,negsparse_q0470_m4m,negsparse,4000000,4096,1,0.0000,0.0000,0.00004,265.650,265.650,265.650,28.054,215.804,1.746,20.046,244.14,512.0,2100.0
scan,negsparse_q0470_m4m,negsparse,4000000,32768,1,0.0000,0.0000,0.00002,270.115,270.115,270.115,27.961,216.179,11.434,14.540,244.14,4096.0,2100.0
scan,negsparse_q0475_m50k,negsparse,50000,4096,1,0.9000,0.0000,0.00001,33.125,33.125,33.125,0.210,4.840,0.856,27.220,3.05,512.0,2100.0
scan,negsparse_q0475_m50k,negsparse,50000,32768,1,0.9000,0.0000,-0.00000,21.779,21.779,21.779,0.221,5.145,8.404,8.010,3.05,4096.0,2100.0
scan,negsparse_q0475_m150k,negsparse,150000,4096,1,0.3000,0.0000,0.00010,38.970,38.970,38.970,0.617,12.757,1.060,24.536,9.16,512.0,2100.0
scan,negsparse_q0475_m150k,negsparse,150000,32768,1,0.4000,0.0000,0.00007,36.593,36.593,36.593,0.641,14.815,9.222,11.915,9.16,4096.0,2100.0
scan,negsparse_q0475_m300k,negsparse,300000,4096,1,0.2000,0.0000,0.00010,53.400,53.400,53.400,1.359,24.771,1.226,26.044,18.31,512.0,2100.0
scan,negsparse_q0475_m300k,negsparse,300000,32768,1,0.3000,0.0000,0.00005,50.295,50.295,50.295,1.465,27.383,9.596,11.851,18.31,4096.0,2100.0
scan,negsparse_q0475_m1m,negsparse,1000000,4096,1,0.1000,0.0000,0.00007,145.911,145.911,145.911,10.694,114.539,1.618,19.061,61.04,512.0,2100.0
scan,negsparse_q0475_m1m,negsparse,1000000,32768,1,0.0000,0.0000,0.00005,148.319,148.319,148.319,10.915,115.460,11.077,10.867,61.04,4096.0,2100.0
scan,negsparse_q0475_m2m,negsparse,2000000,4096,1,0.0000,0.0000,0.00005,229.242,229.242,229.242,16.318,191.407,1.760,19.757,122.07,512.0,2100.0
scan,negsparse_q0475_m2m,negsparse,2000000,32768,1,0.0000,0.0000,0.00008,231.557,231.557,231.557,16.446,191.006,11.309,12.796,122.07,4096.0,2100.0
scan,negsparse_q0475_m4m,negsparse,4000000,4096,1,0.1000,0.0000,0.00004,258.589,258.589,258.589,27.944,217.373,1.879,11.393,244.14,512.0,2100.0
scan,negsparse_q0475_m4m,negsparse,4000000,32768,1,0.0000,0.0000,0.00009,263.400,263.400,263.400,27.892,214.663,11.715,9.130,244.14,4096.0,2100.0
scan,negsparse_q0479_m50k,negsparse,50000,4096,1,0.4000,0.0000,0.00014,32.158,32.158,32.158,0.209,4.931,1.324,25.694,3.05,512.0,2100.0
scan,negsparse_q0479_m50k,negsparse,50000,32768,1,0.6000,0.0000,0.00010,19.440,19.440,19.440,0.221,5.958,8.328,4.933,3.05,4096.0,2100.0
scan,negsparse_q0479_m150k,negsparse,150000,4096,1,0.3000,0.0000,0.00007,34.395,34.395,34.395,0.628,12.796,1.201,19.770,9.16,512.0,2100.0
scan,negsparse_q0479_m150k,negsparse,150000,32768,1,0.5000,0.0000,0.00003,30.846,30.846,30.846,0.653,14.501,8.780,6.912,9.16,4096.0,2100.0
scan,negsparse_q0479_m300k,negsparse,300000,4096,1,0.4000,0.0000,0.00006,61.640,61.640,61.640,1.406,25.681,1.770,32.784,18.31,512.0,2100.0
scan,negsparse_q0479_m300k,negsparse,300000,32768,1,0.4000,0.0000,0.00006,51.570,51.570,51.570,1.547,28.638,10.169,11.215,18.31,4096.0,2100.0
scan,negsparse_q0479_m1m,negsparse,1000000,4096,1,0.3000,0.0000,0.00004,151.326,151.326,151.326,10.727,115.520,1.650,23.430,61.04,512.0,2100.0
scan,negsparse_q0479_m1m,negsparse,1000000,32768,1,0.2000,0.0000,0.00003,148.171,148.171,148.171,10.818,114.768,11.182,11.404,61.04,4096.0,2100.0
scan,negsparse_q0479_m2m,negsparse,2000000,4096,1,0.0000,0.0000,0.00004,227.471,227.471,227.471,16.481,191.024,1.817,18.149,122.07,512.0,2100.0
scan,negsparse_q0479_m2m,negsparse,2000000,32768,1,0.0000,0.0000,0.00002,232.169,232.169,232.169,16.534,190.836,12.068,12.731,122.07,4096.0,2100.0
scan,negsparse_q0479_m4m,negsparse,4000000,4096,1,0.0000,0.0000,0.00004,261.895,261.895,261.895,27.730,214.701,1.787,17.677,244.14,512.0,2100.0
scan,negsparse_q0479_m4m,negsparse,4000000,32768,1,0.0000,0.0000,0.00003,262.433,262.433,262.433,28.042,214.879,11.572,7.940,244.14,4096.0,2100.0
scan,negsparse_q0506_m50k,negsparse,50000,4096,1,0.3000,0.0000,0.00015,27.139,27.139,27.139,0.209,4.854,0.865,21.212,3.05,512.0,2100.0
scan,negsparse_q0506_m50k,negsparse,50000,32768,1,0.7000,0.0000,0.00004,22.409,22.409,22.409,0.231,4.676,7.904,9.598,3.05,4096.0,2100.0
scan,negsparse_q0506_m150k,negsparse,150000,4096,1,0.3000,0.0000,0.00007,46.928,46.928,46.928,0.624,12.704,1.073,32.527,9.16,512.0,2100.0
scan,negsparse_q0506_m150k,negsparse,150000,32768,1,0.5000,0.0000,0.00004,35.714,35.714,35.714,0.637,15.904,8.652,10.520,9.16,4096.0,2100.0
scan,negsparse_q0506_m300k,negsparse,300000,4096,1,0.1000,0.0000,0.00010,49.495,49.495,49.495,1.360,24.879,1.483,21.773,18.31,512.0,2100.0
scan,negsparse_q0506_m300k,negsparse,300000,32768,1,0.0000,0.0000,0.00008,49.549,49.549,49.549,1.451,27.555,9.971,10.572,18.31,4096.0,2100.0
scan,negsparse_q0506_m1m,negsparse,1000000,4096,1,0.0000,0.0000,0.00005,149.214,149.214,149.214,10.545,114.594,1.689,22.386,61.04,512.0,2100.0
scan,negsparse_q0506_m1m,negsparse,1000000,32768,1,0.0000,0.0000,0.00009,159.024,159.024,159.024,10.778,118.122,11.401,18.723,61.04,4096.0,2100.0
scan,negsparse_q0506_m2m,negsparse,2000000,4096,1,0.0000,0.0000,0.00012,230.969,230.969,230.969,16.255,193.861,1.852,19.001,122.07,512.0,2100.0
scan,negsparse_q0506_m2m,negsparse,2000000,32768,1,0.0000,0.0000,0.00005,235.401,235.401,235.401,16.576,190.668,12.023,16.135,122.07,4096.0,2100.0
scan,negsparse_q0506_m4m,negsparse,4000000,4096,1,0.0000,0.0000,0.00004,262.231,262.231,262.231,27.811,213.576,1.772,19.071,244.14,512.0,2100.0
scan,negsparse_q0506_m4m,negsparse,4000000,32768,1,0.0000,0.0000,0.00004,266.298,266.298,266.298,28.110,213.753,11.804,12.631,244.14,4096.0,2100.0
