dataset,filter,family,size,strategy,ef,pass,queries,recall_at_10,perfect_frac,sim_regret,p50_ms,p95_ms,p99_ms,mean_ms,mean_dist_comps,mean_seed_dist_comps,mean_filter_checks,mean_nodes_popped,median_pop_idx_cand_full,median_pop_idx_results_full,mean_twohop_examined,mean_twohop_appended,mean_prefilter_skips,mean_secondorder_allocs,mean_reencountered_burned,strategy_used
wikidpr10m-rq1,conj_topical1m_a_idlo,conjunction,531538,pathseer,128,2,1000,0.8901,0.4960,0.00084,6.142,24.748,43.296,8.526,11527.6,0.0,56854.9,3251.6,4.0,163.0,215.8,9.0,44481.7,3.4,0.00,pathseer:1000
wikidpr10m-rq1,conj_topical1m_a_idlo,conjunction,531538,pathseer,128,3,1000,0.8901,0.4960,0.00084,6.191,24.429,45.476,8.511,11527.6,0.0,56854.9,3251.6,4.0,163.0,215.8,9.0,44481.7,3.4,0.00,pathseer:1000
wikidpr10m-rq1,conj_topical1m_a_idlo,conjunction,531538,pathseer,256,1,1000,0.9391,0.6680,0.00049,12.125,41.768,71.385,15.819,21293.7,0.0,98581.2,6141.4,7.0,341.0,419.8,16.9,75513.9,6.6,0.00,pathseer:1000
wikidpr10m-rq1,conj_topical1m_a_idlo,conjunction,531538,pathseer,256,2,1000,0.9391,0.6680,0.00049,12.111,42.350,74.500,16.023,21293.7,0.0,98581.2,6141.4,7.0,341.0,419.8,16.9,75513.9,6.6,0.00,pathseer:1000
wikidpr10m-rq1,conj_topical1m_a_idlo,conjunction,531538,pathseer,256,3,1000,0.9391,0.6680,0.00049,12.136,42.551,75.420,15.953,21293.7,0.0,98581.2,6141.4,7.0,341.0,419.8,16.9,75513.9,6.6,0.00,pathseer:1000
wikidpr10m-rq1,conj_topical1m_a_idlo,conjunction,531538,pathseer,512,1,1000,0.9707,0.8030,0.00019,23.337,73.633,117.547,29.295,39088.8,0.0,169382.8,11407.5,14.0,703.0,868.8,34.0,126748.6,13.6,0.00,pathseer:1000
wikidpr10m-rq1,conj_topical1m_a_idlo,conjunction,531538,pathseer,512,2,1000,0.9707,0.8030,0.00019,23.422,73.362,114.736,29.210,39088.8,0.0,169382.8,11407.5,14.0,703.0,868.8,34.0,126748.6,13.6,0.00,pathseer:1000
wikidpr10m-rq1,conj_topical1m_a_idlo,conjunction,531538,pathseer,512,3,1000,0.9708,0.8040,0.00019,23.608,74.229,116.570,29.637,39088.8,0.0,169382.8,11407.5,14.0,703.0,868.8,34.0,126748.6,13.6,0.00,pathseer:1000
wikidpr10m-rq1,conj_topical1m_a_idmid,conjunction,238360,sweeping,64,1,200,0.8235,0.2850,0.00122,32.098,100.456,118.462,40.207,138967.1,0.0,21669.0,8311.7,3.0,188.0,0.0,0.0,0.0,0.0,0.00,sweeping:200
wikidpr10m-rq1,conj_topical1m_a_idmid,conjunction,238360,sweeping,64,2,200,0.8235,0.2850,0.00122,32.725,96.847,119.058,40.089,138967.1,0.0,21669.0,8311.7,3.0,188.0,0.0,0.0,0.0,0.0,0.00,sweeping:200
wikidpr10m-rq1,conj_topical1m_a_idmid,conjunction,238360,sweeping,64,3,200,0.8235,0.2850,0.00122,31.855,98.328,118.514,40.093,138967.1,0.0,21669.0,8311.7,3.0,188.0,0.0,0.0,0.0,0.0,0.00,sweeping:200
wikidpr10m-rq1,conj_topical1m_a_idmid,conjunction,238360,sweeping,128,1,200,0.9030,0.4500,0.00056,58.480,150.156,182.060,68.549,227791.3,0.0,37288.3,14658.7,4.0,404.0,0.0,0.0,0.0,0.0,0.00,sweeping:200
wikidpr10m-rq1,conj_topical1m_a_idmid,conjunction,238360,sweeping,128,2,200,0.9030,0.4500,0.00056,57.912,150.477,179.112,68.482,227791.3,0.0,37288.3,14658.7,4.0,404.0,0.0,0.0,0.0,0.0,0.00,sweeping:200
wikidpr10m-rq1,conj_topical1m_a_idmid,conjunction,238360,sweeping,128,3,200,0.9030,0.4500,0.00056,57.514,151.676,184.897,68.056,227791.3,0.0,37288.3,14658.7,4.0,404.0,0.0,0.0,0.0,0.0,0.00,sweeping:200
wikidpr10m-rq1,conj_topical1m_a_idmid,conjunction,238360,acorn,64,1,1000,0.5905,0.1010,0.00612,4.163,5.905,6.677,4.169,2066.5,10.0,53532.3,70.6,4.0,4.0,0.0,0.0,0.0,0.0,0.00,acorn:999|rre:1
wikidpr10m-rq1,conj_topical1m_a_idmid,conjunction,238360,acorn,64,2,1000,0.5905,0.1010,0.00612,4.153,5.919,6.679,4.164,2066.5,10.0,53532.3,70.6,4.0,4.0,0.0,0.0,0.0,0.0,0.00,acorn:999|rre:1
wikidpr10m-rq1,conj_topical1m_a_idmid,conjunction,238360,acorn,64,3,1000,0.5905,0.1010,0.00612,4.143,5.854,6.799,4.157,2066.5,10.0,53532.3,70.6,4.0,4.0,0.0,0.0,0.0,0.0,0.00,acorn:999|rre:1
wikidpr10m-rq1,conj_topical1m_a_idmid,conjunction,238360,acorn,128,1,1000,0.6956,0.1910,0.00407,7.211,9.848,11.161,7.167,3668.2,10.0,90614.9,133.7,6.0,6.0,0.0,0.0,0.0,0.0,0.00,acorn:999|rre:1
wikidpr10m-rq1,conj_topical1m_a_idmid,conjunction,238360,acorn,128,2,1000,0.6956,0.1910,0.00407,7.194,9.775,10.719,7.120,3668.2,10.0,90614.9,133.7,6.0,6.0,0.0,0.0,0.0,0.0,0.00,acorn:999|rre:1
