dataset,filter,family,size,strategy,ef,pass,queries,recall_at_10,perfect_frac,sim_regret,p50_ms,p95_ms,p99_ms,mean_ms,mean_dist_comps,mean_seed_dist_comps,mean_filter_checks,mean_nodes_popped,median_pop_idx_cand_full,median_pop_idx_results_full,mean_twohop_examined,mean_twohop_appended,mean_prefilter_skips,mean_secondorder_allocs,mean_reencountered_burned,strategy_used
beir500k-f32,neg10_cat04,neg10,52652,pathseer-seeded,64,2,57,0.9509,0.6667,0.00055,6.303,10.145,11.186,5.981,5551.6,10.0,21631.9,2836.9,3.0,211.0,123.5,4.9,14158.8,1.9,181.82,pathseer:57
beir500k-f32,neg10_cat04,neg10,52652,pathseer-seeded,64,3,57,0.9509,0.6667,0.00055,6.262,10.918,11.941,6.087,5551.6,10.0,21631.9,2836.9,3.0,211.0,123.5,4.9,14158.8,1.9,181.82,pathseer:57
beir500k-f32,neg10_cat04,neg10,52652,pathseer-seeded,128,1,57,0.9754,0.7895,0.00034,10.540,16.115,16.340,10.025,9585.9,10.0,29897.6,4772.6,5.0,494.0,247.0,9.1,17144.0,3.9,294.51,pathseer:57
beir500k-f32,neg10_cat04,neg10,52652,pathseer-seeded,128,2,57,0.9754,0.7895,0.00034,10.429,15.905,16.345,10.020,9585.9,10.0,29897.6,4772.6,5.0,494.0,247.0,9.1,17144.0,3.9,294.51,pathseer:57
beir500k-f32,neg10_cat04,neg10,52652,pathseer-seeded,128,3,57,0.9754,0.7895,0.00034,10.552,16.187,16.311,10.127,9585.9,10.0,29897.6,4772.6,5.0,494.0,247.0,9.1,17144.0,3.9,294.51,pathseer:57
beir500k-f32,neg10_cat04,neg10,52652,pathseer-seeded,256,1,57,0.9947,0.9474,0.00013,15.924,22.111,22.512,15.319,15083.8,10.0,39351.4,7176.4,9.0,1061.0,545.7,21.7,19764.8,8.5,480.67,pathseer:57
beir500k-f32,neg10_cat04,neg10,52652,pathseer-seeded,256,2,57,0.9947,0.9474,0.00013,16.471,21.902,22.758,15.419,15083.8,10.0,39351.4,7176.4,9.0,1061.0,545.7,21.7,19764.8,8.5,480.67,pathseer:57
beir500k-f32,neg10_cat04,neg10,52652,pathseer-seeded,256,3,57,0.9947,0.9474,0.00013,16.201,21.674,22.494,15.340,15083.8,10.0,39351.4,7176.4,9.0,1061.0,545.7,21.7,19764.8,8.5,480.67,pathseer:57
beir500k-f32,neg10_cat04,neg10,52652,pathseer-seeded,512,1,57,0.9982,0.9825,0.00002,23.176,30.719,32.488,22.718,22873.4,10.0,51874.6,10401.8,19.0,1878.0,1205.9,48.3,22871.6,18.8,767.09,pathseer:57
beir500k-f32,neg10_cat04,neg10,52652,pathseer-seeded,512,2,57,0.9982,0.9825,0.00002,22.597,31.214,32.693,22.728,22873.4,10.0,51874.6,10401.8,19.0,1878.0,1205.9,48.3,22871.6,18.8,767.09,pathseer:57
