filter,family,size,b1,queries,recall_at_10,perfect_frac,sim_regret,p50_ms,p95_ms,p99_ms,allow_iter_p50_ms,stage1_p50_ms,stage2_p50_ms,stage3_p50_ms,stage1_mb_per_q,stage2_kb_per_q,stage3_kb_per_q
anticorr_q0963_tau0.01,anticorr,9899848,32768,1,1.0000,1.0000,0.00000,326.085,326.085,326.085,62.469,230.862,11.944,20.811,604.24,4096.0,2100.0
anticorr_q0963_tau0.03,anticorr,9900698,4096,1,1.0000,1.0000,0.00000,320.932,320.932,320.932,62.519,228.449,1.957,28.007,604.29,512.0,2100.0
anticorr_q0963_tau0.03,anticorr,9900698,32768,1,1.0000,1.0000,0.00000,315.087,315.087,315.087,61.666,231.617,12.146,9.657,604.29,4096.0,2100.0
anticorr_q0964_tau0,anticorr,9900002,4096,1,0.0000,0.0000,0.00008,344.839,344.839,344.839,65.643,237.004,1.850,40.341,604.25,512.0,2100.0
anticorr_q0964_tau0,anticorr,9900002,32768,1,0.0000,0.0000,0.00005,354.273,354.273,354.273,65.399,246.279,13.416,29.178,604.25,4096.0,2100.0
anticorr_q0964_tau0.01,anticorr,9899817,4096,1,0.7000,0.0000,0.00129,345.420,345.420,345.420,63.879,233.484,1.769,46.288,604.24,512.0,2100.0
anticorr_q0964_tau0.01,anticorr,9899817,32768,1,1.0000,1.0000,0.00000,336.388,336.388,336.388,63.574,231.666,11.544,29.605,604.24,4096.0,2100.0
anticorr_q0964_tau0.03,anticorr,9900167,4096,1,1.0000,1.0000,0.00000,328.544,328.544,328.544,62.497,228.126,1.760,36.161,604.26,512.0,2100.0
anticorr_q0964_tau0.03,anticorr,9900167,32768,1,1.0000,1.0000,0.00000,320.190,320.190,320.190,61.830,231.326,12.228,14.806,604.26,4096.0,2100.0
anticorr_q0979_tau0,anticorr,9900000,4096,1,0.1000,0.0000,0.00007,327.539,327.539,327.539,64.392,229.788,2.031,31.328,604.25,512.0,2100.0
anticorr_q0979_tau0,anticorr,9900000,32768,1,0.0000,0.0000,0.00005,328.536,328.536,328.536,62.405,231.672,12.770,21.690,604.25,4096.0,2100.0
anticorr_q0979_tau0.01,anticorr,9899791,4096,1,0.7000,0.0000,0.00094,321.156,321.156,321.156,62.346,228.743,1.896,28.171,604.24,512.0,2100.0
anticorr_q0979_tau0.01,anticorr,9899791,32768,1,0.8000,0.0000,0.00073,324.084,324.084,324.084,61.862,232.265,12.363,17.594,604.24,4096.0,2100.0
anticorr_q0979_tau0.03,anticorr,9899513,4096,1,1.0000,1.0000,0.00000,316.486,316.486,316.486,61.711,228.988,1.907,23.880,604.22,512.0,2100.0
anticorr_q0979_tau0.03,anticorr,9899513,32768,1,1.0000,1.0000,0.00000,317.847,317.847,317.847,62.461,232.862,12.604,9.921,604.22,4096.0,2100.0
