method,filter,family,size,b1,queries,recall_at_10,perfect_frac,sim_regret,p50_ms,p95_ms,p99_ms,allow_iter_p50_ms,stage1_p50_ms,stage2_p50_ms,stage3_p50_ms,stage1_mb_per_q,stage2_kb_per_q,stage3_kb_per_q
acorn-ef64,anticorr_q0450_tau0.01,anticorr,9900197,0,1,0.9000,0.0000,0.00012,11.339,11.339,11.339,0.000,11.339,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0450_tau0.01,anticorr,9900197,0,1,1.0000,1.0000,0.00000,13.051,13.051,13.051,0.000,13.051,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0450_tau0.01,anticorr,9900197,0,1,1.0000,1.0000,0.00000,18.547,18.547,18.547,0.000,18.547,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0450_tau0.01,anticorr,9900197,0,1,1.0000,1.0000,0.00000,26.556,26.556,26.556,0.000,26.556,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0450_tau0.03,anticorr,9899478,0,1,1.0000,1.0000,0.00000,2.774,2.774,2.774,0.000,2.774,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0450_tau0.03,anticorr,9899478,0,1,1.0000,1.0000,0.00000,1.539,1.539,1.539,0.000,1.539,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0450_tau0.03,anticorr,9899478,0,1,1.0000,1.0000,0.00000,2.875,2.875,2.875,0.000,2.875,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0450_tau0.03,anticorr,9899478,0,1,1.0000,1.0000,0.00000,3.821,3.821,3.821,0.000,3.821,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0455_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00052,60.381,60.381,60.381,0.000,60.381,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0455_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00013,68.088,68.088,68.088,0.000,68.088,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0455_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00007,75.652,75.652,75.652,0.000,75.652,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0455_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00003,86.939,86.939,86.939,0.000,86.939,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0455_tau0.01,anticorr,9900370,0,1,0.8000,0.0000,0.00023,10.355,10.355,10.355,0.000,10.355,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0455_tau0.01,anticorr,9900370,0,1,1.0000,1.0000,0.00000,10.672,10.672,10.672,0.000,10.672,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0455_tau0.01,anticorr,9900370,0,1,1.0000,1.0000,0.00000,15.461,15.461,15.461,0.000,15.461,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0455_tau0.01,anticorr,9900370,0,1,1.0000,1.0000,0.00000,22.330,22.330,22.330,0.000,22.330,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0455_tau0.03,anticorr,9899873,0,1,1.0000,1.0000,0.00000,1.532,1.532,1.532,0.000,1.532,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0455_tau0.03,anticorr,9899873,0,1,1.0000,1.0000,0.00000,1.357,1.357,1.357,0.000,1.357,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0455_tau0.03,anticorr,9899873,0,1,1.0000,1.0000,0.00000,2.314,2.314,2.314,0.000,2.314,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0455_tau0.03,anticorr,9899873,0,1,1.0000,1.0000,0.00000,3.582,3.582,3.582,0.000,3.582,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0460_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00030,47.577,47.577,47.577,0.000,47.577,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0460_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00012,54.336,54.336,54.336,0.000,54.336,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0460_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00007,66.009,66.009,66.009,0.000,66.009,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0460_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00006,80.826,80.826,80.826,0.000,80.826,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0460_tau0.01,anticorr,9900256,0,1,0.6000,0.0000,0.00122,11.217,11.217,11.217,0.000,11.217,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0460_tau0.01,anticorr,9900256,0,1,0.6000,0.0000,0.00122,10.737,10.737,10.737,0.000,10.737,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0460_tau0.01,anticorr,9900256,0,1,0.9000,0.0000,0.00012,15.200,15.200,15.200,0.000,15.200,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0460_tau0.01,anticorr,9900256,0,1,1.0000,1.0000,0.00000,21.441,21.441,21.441,0.000,21.441,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0460_tau0.03,anticorr,9900503,0,1,1.0000,1.0000,0.00000,3.069,3.069,3.069,0.000,3.069,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0460_tau0.03,anticorr,9900503,0,1,1.0000,1.0000,0.00000,1.758,1.758,1.758,0.000,1.758,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0460_tau0.03,anticorr,9900503,0,1,1.0000,1.0000,0.00000,2.605,2.605,2.605,0.000,2.605,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0460_tau0.03,anticorr,9900503,0,1,1.0000,1.0000,0.00000,4.472,4.472,4.472,0.000,4.472,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0464_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00029,63.947,63.947,63.947,0.000,63.947,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0464_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00014,67.865,67.865,67.865,0.000,67.865,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0464_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00009,78.919,78.919,78.919,0.000,78.919,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0464_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00005,94.127,94.127,94.127,0.000,94.127,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0464_tau0.01,anticorr,9900480,0,1,0.9000,0.0000,0.00001,11.327,11.327,11.327,0.000,11.327,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0464_tau0.01,anticorr,9900480,0,1,0.9000,0.0000,0.00001,14.285,14.285,14.285,0.000,14.285,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0464_tau0.01,anticorr,9900480,0,1,0.9000,0.0000,0.00001,18.270,18.270,18.270,0.000,18.270,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0464_tau0.01,anticorr,9900480,0,1,1.0000,1.0000,0.00000,24.844,24.844,24.844,0.000,24.844,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0464_tau0.03,anticorr,9899875,0,1,1.0000,1.0000,0.00000,2.281,2.281,2.281,0.000,2.281,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0464_tau0.03,anticorr,9899875,0,1,1.0000,1.0000,0.00000,1.491,1.491,1.491,0.000,1.491,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0464_tau0.03,anticorr,9899875,0,1,1.0000,1.0000,0.00000,2.003,2.003,2.003,0.000,2.003,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0464_tau0.03,anticorr,9899875,0,1,1.0000,1.0000,0.00000,3.282,3.282,3.282,0.000,3.282,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0470_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00035,58.085,58.085,58.085,0.000,58.085,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0470_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00024,64.609,64.609,64.609,0.000,64.609,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0470_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00006,76.018,76.018,76.018,0.000,76.018,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0470_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00003,91.822,91.822,91.822,0.000,91.822,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0470_tau0.01,anticorr,9899943,0,1,0.9000,0.0000,0.00002,9.828,9.828,9.828,0.000,9.828,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0470_tau0.01,anticorr,9899943,0,1,1.0000,1.0000,0.00000,9.957,9.957,9.957,0.000,9.957,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0470_tau0.01,anticorr,9899943,0,1,1.0000,1.0000,0.00000,14.857,14.857,14.857,0.000,14.857,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0470_tau0.01,anticorr,9899943,0,1,1.0000,1.0000,0.00000,20.730,20.730,20.730,0.000,20.730,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0470_tau0.03,anticorr,9899584,0,1,1.0000,1.0000,0.00000,2.217,2.217,2.217,0.000,2.217,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0470_tau0.03,anticorr,9899584,0,1,1.0000,1.0000,0.00000,1.448,1.448,1.448,0.000,1.448,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0470_tau0.03,anticorr,9899584,0,1,1.0000,1.0000,0.00000,2.064,2.064,2.064,0.000,2.064,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0470_tau0.03,anticorr,9899584,0,1,1.0000,1.0000,0.00000,3.645,3.645,3.645,0.000,3.645,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0475_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00022,62.058,62.058,62.058,0.000,62.058,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0475_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00016,69.208,69.208,69.208,0.000,69.208,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0475_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00009,78.193,78.193,78.193,0.000,78.193,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0475_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00007,91.689,91.689,91.689,0.000,91.689,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0475_tau0.01,anticorr,9899930,0,1,0.9000,0.0000,0.00025,14.203,14.203,14.203,0.000,14.203,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0475_tau0.01,anticorr,9899930,0,1,1.0000,1.0000,0.00000,13.484,13.484,13.484,0.000,13.484,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0475_tau0.01,anticorr,9899930,0,1,1.0000,1.0000,0.00000,17.379,17.379,17.379,0.000,17.379,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0475_tau0.01,anticorr,9899930,0,1,1.0000,1.0000,0.00000,24.429,24.429,24.429,0.000,24.429,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0475_tau0.03,anticorr,9900115,0,1,1.0000,1.0000,0.00000,2.229,2.229,2.229,0.000,2.229,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0475_tau0.03,anticorr,9900115,0,1,1.0000,1.0000,0.00000,1.367,1.367,1.367,0.000,1.367,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0475_tau0.03,anticorr,9900115,0,1,1.0000,1.0000,0.00000,1.852,1.852,1.852,0.000,1.852,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0475_tau0.03,anticorr,9900115,0,1,1.0000,1.0000,0.00000,3.385,3.385,3.385,0.000,3.385,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0479_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00028,40.922,40.922,40.922,0.000,40.922,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0479_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00017,44.913,44.913,44.913,0.000,44.913,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0479_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00008,56.663,56.663,56.663,0.000,56.663,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0479_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00005,73.112,73.112,73.112,0.000,73.112,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0479_tau0.01,anticorr,9900207,0,1,0.5000,0.0000,0.00156,7.126,7.126,7.126,0.000,7.126,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0479_tau0.01,anticorr,9900207,0,1,0.6000,0.0000,0.00107,7.488,7.488,7.488,0.000,7.488,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0479_tau0.01,anticorr,9900207,0,1,0.8000,0.0000,0.00050,10.861,10.861,10.861,0.000,10.861,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0479_tau0.01,anticorr,9900207,0,1,0.8000,0.0000,0.00033,17.398,17.398,17.398,0.000,17.398,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0479_tau0.03,anticorr,9899501,0,1,1.0000,1.0000,0.00000,3.281,3.281,3.281,0.000,3.281,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0479_tau0.03,anticorr,9899501,0,1,1.0000,1.0000,0.00000,2.100,2.100,2.100,0.000,2.100,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0479_tau0.03,anticorr,9899501,0,1,1.0000,1.0000,0.00000,3.048,3.048,3.048,0.000,3.048,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0479_tau0.03,anticorr,9899501,0,1,1.0000,1.0000,0.00000,5.378,5.378,5.378,0.000,5.378,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0506_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00025,61.807,61.807,61.807,0.000,61.807,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0506_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00013,67.523,67.523,67.523,0.000,67.523,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0506_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00007,78.843,78.843,78.843,0.000,78.843,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0506_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00003,97.038,97.038,97.038,0.000,97.038,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0506_tau0.01,anticorr,9899733,0,1,0.9000,0.0000,0.00026,11.133,11.133,11.133,0.000,11.133,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0506_tau0.01,anticorr,9899733,0,1,0.9000,0.0000,0.00026,10.570,10.570,10.570,0.000,10.570,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0506_tau0.01,anticorr,9899733,0,1,0.9000,0.0000,0.00026,15.231,15.231,15.231,0.000,15.231,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0506_tau0.01,anticorr,9899733,0,1,1.0000,1.0000,0.00000,22.375,22.375,22.375,0.000,22.375,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0506_tau0.03,anticorr,9899983,0,1,1.0000,1.0000,0.00000,2.221,2.221,2.221,0.000,2.221,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0506_tau0.03,anticorr,9899983,0,1,1.0000,1.0000,0.00000,1.710,1.710,1.710,0.000,1.710,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0506_tau0.03,anticorr,9899983,0,1,1.0000,1.0000,0.00000,2.414,2.414,2.414,0.000,2.414,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0506_tau0.03,anticorr,9899983,0,1,1.0000,1.0000,0.00000,3.633,3.633,3.633,0.000,3.633,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0517_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00026,57.187,57.187,57.187,0.000,57.187,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0517_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00011,64.900,64.900,64.900,0.000,64.900,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0517_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00007,78.524,78.524,78.524,0.000,78.524,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0517_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00005,91.050,91.050,91.050,0.000,91.050,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0517_tau0.01,anticorr,9900123,0,1,0.5000,0.0000,0.00325,13.727,13.727,13.727,0.000,13.727,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0517_tau0.01,anticorr,9900123,0,1,0.5000,0.0000,0.00253,15.405,15.405,15.405,0.000,15.405,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0517_tau0.01,anticorr,9900123,0,1,0.6000,0.0000,0.00176,18.646,18.646,18.646,0.000,18.646,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0517_tau0.01,anticorr,9900123,0,1,0.9000,0.0000,0.00007,27.016,27.016,27.016,0.000,27.016,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0517_tau0.03,anticorr,9899832,0,1,1.0000,1.0000,0.00000,3.001,3.001,3.001,0.000,3.001,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0517_tau0.03,anticorr,9899832,0,1,1.0000,1.0000,0.00000,2.090,2.090,2.090,0.000,2.090,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0517_tau0.03,anticorr,9899832,0,1,1.0000,1.0000,0.00000,3.136,3.136,3.136,0.000,3.136,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0517_tau0.03,anticorr,9899832,0,1,1.0000,1.0000,0.00000,5.371,5.371,5.371,0.000,5.371,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0523_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00032,73.054,73.054,73.054,0.000,73.054,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0523_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00016,79.365,79.365,79.365,0.000,79.365,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0523_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00008,92.479,92.479,92.479,0.000,92.479,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0523_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00005,107.997,107.997,107.997,0.000,107.997,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0523_tau0.01,anticorr,9899484,0,1,0.8000,0.0000,0.00092,14.506,14.506,14.506,0.000,14.506,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0523_tau0.01,anticorr,9899484,0,1,0.8000,0.0000,0.00092,13.840,13.840,13.840,0.000,13.840,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0523_tau0.01,anticorr,9899484,0,1,0.8000,0.0000,0.00092,19.680,19.680,19.680,0.000,19.680,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0523_tau0.01,anticorr,9899484,0,1,1.0000,1.0000,0.00000,27.455,27.455,27.455,0.000,27.455,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0523_tau0.03,anticorr,9899888,0,1,1.0000,1.0000,0.00000,2.255,2.255,2.255,0.000,2.255,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0523_tau0.03,anticorr,9899888,0,1,1.0000,1.0000,0.00000,1.512,1.512,1.512,0.000,1.512,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0523_tau0.03,anticorr,9899888,0,1,1.0000,1.0000,0.00000,2.246,2.246,2.246,0.000,2.246,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0523_tau0.03,anticorr,9899888,0,1,1.0000,1.0000,0.00000,3.819,3.819,3.819,0.000,3.819,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0552_tau0,anticorr,9900001,0,1,0.0000,0.0000,0.00017,46.215,46.215,46.215,0.000,46.215,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0552_tau0,anticorr,9900001,0,1,0.0000,0.0000,0.00012,51.654,51.654,51.654,0.000,51.654,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0552_tau0,anticorr,9900001,0,1,0.0000,0.0000,0.00007,64.393,64.393,64.393,0.000,64.393,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0552_tau0,anticorr,9900001,0,1,0.0000,0.0000,0.00003,76.707,76.707,76.707,0.000,76.707,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0552_tau0.01,anticorr,9899888,0,1,0.5000,0.0000,0.00194,8.668,8.668,8.668,0.000,8.668,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0552_tau0.01,anticorr,9899888,0,1,0.7000,0.0000,0.00103,8.376,8.376,8.376,0.000,8.376,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0552_tau0.01,anticorr,9899888,0,1,0.9000,0.0000,0.00027,12.704,12.704,12.704,0.000,12.704,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0552_tau0.01,anticorr,9899888,0,1,0.9000,0.0000,0.00027,19.081,19.081,19.081,0.000,19.081,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0552_tau0.03,anticorr,9899649,0,1,1.0000,1.0000,0.00000,3.076,3.076,3.076,0.000,3.076,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0552_tau0.03,anticorr,9899649,0,1,1.0000,1.0000,0.00000,1.902,1.902,1.902,0.000,1.902,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0552_tau0.03,anticorr,9899649,0,1,1.0000,1.0000,0.00000,3.008,3.008,3.008,0.000,3.008,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0552_tau0.03,anticorr,9899649,0,1,1.0000,1.0000,0.00000,5.036,5.036,5.036,0.000,5.036,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0591_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00017,70.929,70.929,70.929,0.000,70.929,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0591_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00012,77.374,77.374,77.374,0.000,77.374,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0591_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00005,90.785,90.785,90.785,0.000,90.785,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0591_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00003,103.847,103.847,103.847,0.000,103.847,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0591_tau0.01,anticorr,9900154,0,1,0.9000,0.0000,0.00019,13.563,13.563,13.563,0.000,13.563,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0591_tau0.01,anticorr,9900154,0,1,1.0000,1.0000,0.00000,14.024,14.024,14.024,0.000,14.024,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0591_tau0.01,anticorr,9900154,0,1,1.0000,1.0000,0.00000,19.277,19.277,19.277,0.000,19.277,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0591_tau0.01,anticorr,9900154,0,1,1.0000,1.0000,0.00000,27.120,27.120,27.120,0.000,27.120,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0591_tau0.03,anticorr,9900140,0,1,1.0000,1.0000,0.00000,2.603,2.603,2.603,0.000,2.603,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0591_tau0.03,anticorr,9900140,0,1,1.0000,1.0000,0.00000,1.703,1.703,1.703,0.000,1.703,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0591_tau0.03,anticorr,9900140,0,1,1.0000,1.0000,0.00000,2.342,2.342,2.342,0.000,2.342,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0591_tau0.03,anticorr,9900140,0,1,1.0000,1.0000,0.00000,4.283,4.283,4.283,0.000,4.283,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0593_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00032,59.950,59.950,59.950,0.000,59.950,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0593_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00022,64.728,64.728,64.728,0.000,64.728,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0593_tau0,anticorr,9900000,0,1,0.1000,0.0000,0.00009,72.214,72.214,72.214,0.000,72.214,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0593_tau0,anticorr,9900000,0,1,0.1000,0.0000,0.00004,85.366,85.366,85.366,0.000,85.366,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0593_tau0.01,anticorr,9900414,0,1,0.6000,0.0000,0.00180,12.037,12.037,12.037,0.000,12.037,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0593_tau0.01,anticorr,9900414,0,1,0.6000,0.0000,0.00161,11.158,11.158,11.158,0.000,11.158,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0593_tau0.01,anticorr,9900414,0,1,0.8000,0.0000,0.00070,15.639,15.639,15.639,0.000,15.639,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0593_tau0.01,anticorr,9900414,0,1,0.9000,0.0000,0.00003,21.921,21.921,21.921,0.000,21.921,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0593_tau0.03,anticorr,9900005,0,1,1.0000,1.0000,0.00000,1.468,1.468,1.468,0.000,1.468,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0593_tau0.03,anticorr,9900005,0,1,1.0000,1.0000,0.00000,1.388,1.388,1.388,0.000,1.388,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0593_tau0.03,anticorr,9900005,0,1,1.0000,1.0000,0.00000,2.245,2.245,2.245,0.000,2.245,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0593_tau0.03,anticorr,9900005,0,1,1.0000,1.0000,0.00000,3.835,3.835,3.835,0.000,3.835,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0596_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00037,67.701,67.701,67.701,0.000,67.701,0.000,0.000,0.00,0.0,0.0
